director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
"Genndy Tartakovsky (director/screenplay[119]); Michael McCullers (screenplay); Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, David Spade, Steve Buscemi, Keegan-Michael Key, Molly Shannon, Fran Drescher, Kathryn Hahn, Jim Gaffigan, Mel Brooks",Adam Sandler,Andy Samberg,Selena Gomez,Animation Comedy Family Fantasy,hotel transylvania 3: summer vacation,"Adam Sandler Andy Samberg Selena Gomez Genndy Tartakovsky (director/screenplay[119]); Michael McCullers (screenplay); Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, David Spade, Steve Buscemi, Keegan-Michael Key, Molly Shannon, Fran Drescher, Kathryn Hahn, Jim Gaffigan, Mel Brooks Animation Comedy Family Fantasy"
Rawson Marshall Thurber,Dwayne Johnson,Neve Campbell,Chin Han,Action Thriller Adventure,skyscraper,Dwayne Johnson Neve Campbell Chin Han Rawson Marshall Thurber Action Thriller Adventure
Bo Burnham,Elsie Fisher,Josh Hamilton,Emily Robinson,Comedy Drama,eighth grade,Elsie Fisher Josh Hamilton Emily Robinson Bo Burnham Comedy Drama
Gus Van Sant,Joaquin Phoenix,Jonah Hill,Rooney Mara,Comedy Drama,"don't worry, he won't get far on foot",Joaquin Phoenix Jonah Hill Rooney Mara Gus Van Sant Comedy Drama
Rob Reiner,Woody Harrelson,James Marsden,Rob Reiner,History Drama Thriller,shock and awe,Woody Harrelson James Marsden Rob Reiner Rob Reiner History Drama Thriller
Ol Parker,Christine Baranski,Pierce Brosnan,Dominic Cooper,Comedy Romance,mamma mia! here we go again,Christine Baranski Pierce Brosnan Dominic Cooper Ol Parker Comedy Romance
Antoine Fuqua,Denzel Washington,Pedro Pascal,Ashton Sanders,Action Thriller Crime,the equalizer 2,Denzel Washington Pedro Pascal Ashton Sanders Antoine Fuqua Action Thriller Crime
Carlos López Estrada,Daveed Diggs,Rafael Casal,Janina Gavankar,Comedy Crime Drama,blindspotting,Daveed Diggs Rafael Casal Janina Gavankar Carlos López Estrada Comedy Crime Drama
Stephen Susco,Colin Woodell,Rebecca Rittenhouse,Betty Gabriel,Horror Thriller Mystery,unfriended: dark web,Colin Woodell Rebecca Rittenhouse Betty Gabriel Stephen Susco Horror Thriller Mystery
Christopher McQuarrie,Tom Cruise,Henry Cavill,Ving Rhames,Action Adventure,mission: impossible – fallout,Tom Cruise Henry Cavill Ving Rhames Christopher McQuarrie Action Adventure
Peter Rida Michail,Greg Cipes,Scott Menville,Khary Payton,Animation Action Comedy Science Fiction,teen titans go! to the movies,Greg Cipes Scott Menville Khary Payton Peter Rida Michail Animation Action Comedy Science Fiction
Elijah Bynum,Timothée Chalamet,Maika Monroe,Alex Roe,Drama Crime,hot summer nights,Timothée Chalamet Maika Monroe Alex Roe Elijah Bynum Drama Crime
Marc Turtletaub,Kelly Macdonald,Irrfan Khan,David Denman,Drama,puzzle,Kelly Macdonald Irrfan Khan David Denman Marc Turtletaub Drama
Ben Young,Michael Peña,Lizzy Caplan,Mike Colter,Action Adventure Drama Horror Science Fiction Thriller,extinction,Michael Peña Lizzy Caplan Mike Colter Ben Young Action Adventure Drama Horror Science Fiction Thriller
Marc Forster,Ewan McGregor,Hayley Atwell,Jim Cummings,Adventure Comedy Family Fantasy,christopher robin,Ewan McGregor Hayley Atwell Jim Cummings Marc Forster Adventure Comedy Family Fantasy
Jennifer Yuh Nelson,Amandla Stenberg,Harris Dickinson,Mandy Moore,Action Adventure Drama,the darkest minds,Amandla Stenberg Harris Dickinson Mandy Moore Jennifer Yuh Nelson Action Adventure Drama
Susanna Fogel,Mila Kunis,Kate McKinnon,Justin Theroux,Comedy Action Adventure,the spy who dumped me,Mila Kunis Kate McKinnon Justin Theroux Susanna Fogel Comedy Action Adventure
Desiree Akhavan,Chloë Grace Moretz,John Gallagher Jr.,Sasha Lane,Drama,the miseducation of cameron post,Chloë Grace Moretz John Gallagher Jr. Sasha Lane Desiree Akhavan Drama
Augustine Frizzell,Maia Mitchell,Camila Morrone,unknown,Comedy,never goin' back,Maia Mitchell Camila Morrone unknown Augustine Frizzell Comedy
Ken Marino,Nina Dobrev,Vanessa Hudgens,Adam Pally,Romance Comedy,dog days,Nina Dobrev Vanessa Hudgens Adam Pally Ken Marino Romance Comedy
Jon Turteltaub,Jason Statham,Li Bingbing,Rainn Wilson,Action Science Fiction Horror,the meg,Jason Statham Li Bingbing Rainn Wilson Jon Turteltaub Action Science Fiction Horror
Spike Lee,John David Washington,Adam Driver,Laura Harrier,Crime Comedy Drama,blackkklansman,John David Washington Adam Driver Laura Harrier Spike Lee Crime Comedy Drama
Sylvain White,Julia Goldani Telles,Joey King,Jaz Sinclair,Horror Mystery Thriller,slender man,Julia Goldani Telles Joey King Jaz Sinclair Sylvain White Horror Mystery Thriller
Jean-Stéphane Sauvaire,Joe Cole,unknown,unknown,Drama Action Crime,a prayer before dawn,Joe Cole unknown unknown Jean-Stéphane Sauvaire Drama Action Crime
Sebastian Gutierrez,Abbey Lee,Matthew Beard,Carla Gugino,Science Fiction Thriller Horror Mystery,elizabeth harvest,Abbey Lee Matthew Beard Carla Gugino Sebastian Gutierrez Science Fiction Thriller Horror Mystery
Jon M. Chu,Constance Wu,Henry Golding,Gemma Chan,Comedy Romance,crazy rich asians,Constance Wu Henry Golding Gemma Chan Jon M. Chu Comedy Romance
Albert Hughes,Kodi Smit-McPhee,Jóhannes Haukur Jóhannesson,unknown,Adventure Drama,alpha,Kodi Smit-McPhee Jóhannes Haukur Jóhannesson unknown Albert Hughes Adventure Drama
Peter Berg,Mark Wahlberg,Iko Uwais,John Malkovich,Action Thriller,mile 22,Mark Wahlberg Iko Uwais John Malkovich Peter Berg Action Thriller
Björn Runge,Glenn Close,Jonathan Pryce,Christian Slater,Drama,the wife,Glenn Close Jonathan Pryce Christian Slater Björn Runge Drama
James Cox,Ansel Elgort,Taron Egerton,Emma Roberts,Drama,billionaire boys club,Ansel Elgort Taron Egerton Emma Roberts James Cox Drama
Jesse Peretz,Rose Byrne,Ethan Hawke,Chris O'Dowd,Comedy Drama Romance,"juliet, naked",Rose Byrne Ethan Hawke Chris O'Dowd Jesse Peretz Comedy Drama Romance
Rodrigo Cortés,AnnaSophia Robb,Isabelle Fuhrman,Victoria Moroles,Horror Mystery Thriller Fantasy Drama,down a dark hall,AnnaSophia Robb Isabelle Fuhrman Victoria Moroles Rodrigo Cortés Horror Mystery Thriller Fantasy Drama
Susan Johnson,Lana Condor,Noah Centineo,Janel Parrish,Comedy Romance,to all the boys i've loved before,Lana Condor Noah Centineo Janel Parrish Susan Johnson Comedy Romance
Brian Henson,Melissa McCarthy,Bill Barretta,Joel McHale,Action Comedy Crime,the happytime murders,Melissa McCarthy Bill Barretta Joel McHale Brian Henson Action Comedy Crime
Aneesh Chaganty,John Cho,Debra Messing,unknown,Drama Mystery Thriller,searching,John Cho Debra Messing unknown Aneesh Chaganty Drama Mystery Thriller
Michael Noer,Charlie Hunnam,Rami Malek,Roland Møller,Drama,papillon,Charlie Hunnam Rami Malek Roland Møller Michael Noer Drama
Oliver Daly,Alex Neustaedter,Becky G,Alex MacNicoll,Science Fiction Action Adventure Family,a.x.l.,Alex Neustaedter Becky G Alex MacNicoll Oliver Daly Science Fiction Action Adventure Family
Chris Weitz,Oscar Isaac,Ben Kingsley,Mélanie Laurent,Drama History Thriller,operation finale,Oscar Isaac Ben Kingsley Mélanie Laurent Chris Weitz Drama History Thriller
"Jonathan Baker, Josh Baker",Myles Truitt,Jack Reynor,Zoë Kravitz,Thriller Drama,kin,"Myles Truitt Jack Reynor Zoë Kravitz Jonathan Baker, Josh Baker Thriller Drama"
Victor Levin,Winona Ryder,Keanu Reeves,unknown,Romance Comedy Drama,destination wedding,Winona Ryder Keanu Reeves unknown Victor Levin Romance Comedy Drama
Brian A. Miller,Bruce Willis,Frank Grillo,Johnathon Schaech,Action Adventure Thriller,reprisal,Bruce Willis Frank Grillo Johnathon Schaech Brian A. Miller Action Adventure Thriller
Corin Hardy,Demián Bichir,Taissa Farmiga,Jonas Bloquet,Horror,the nun,Demián Bichir Taissa Farmiga Jonas Bloquet Corin Hardy Horror
Pierre Morel,Jennifer Garner,John Ortiz,John Gallagher Jr.,Action Thriller,peppermint,Jennifer Garner John Ortiz John Gallagher Jr. Pierre Morel Action Thriller
Shane Black,Boyd Holbrook,Trevante Rhodes,Jacob Tremblay,Science Fiction Action Adventure,the predator,Boyd Holbrook Trevante Rhodes Jacob Tremblay Shane Black Science Fiction Action Adventure
Yann Demange,Matthew McConaughey,Richie Merritt,Bel Powley,Crime Drama,white boy rick,Matthew McConaughey Richie Merritt Bel Powley Yann Demange Crime Drama
Paul Feig,Anna Kendrick,Blake Lively,Henry Golding,Crime Thriller Comedy,a simple favor,Anna Kendrick Blake Lively Henry Golding Paul Feig Crime Thriller Comedy
Richard Eyre,Emma Thompson,Stanley Tucci,Fionn Whitehead,Drama,the children act,Emma Thompson Stanley Tucci Fionn Whitehead Richard Eyre Drama
Craig William Macneill,Chloë Sevigny,Kristen Stewart,Jay Huguley,Crime Drama Thriller,lizzie,Chloë Sevigny Kristen Stewart Jay Huguley Craig William Macneill Crime Drama Thriller
Harold Cronk,Samuel Hunt,Merritt Patterson,Vanessa Bell Calloway,Drama,unbroken: path to redemption,Samuel Hunt Merritt Patterson Vanessa Bell Calloway Harold Cronk Drama
Stephen Cognetti,Vasile Flutur,Jillian Geurts,Joy Shatz,Horror Mystery,hell house llc ii: the abaddon hotel,Vasile Flutur Jillian Geurts Joy Shatz Stephen Cognetti Horror Mystery
Eli Roth,Jack Black,Cate Blanchett,Owen Vaccaro,Fantasy Family Comedy,the house with a clock in its walls,Jack Black Cate Blanchett Owen Vaccaro Eli Roth Fantasy Family Comedy
Dan Fogelman,Oscar Isaac,Olivia Wilde,Mandy Patinkin,Drama Romance,life itself,Oscar Isaac Olivia Wilde Mandy Patinkin Dan Fogelman Drama Romance
Jacques Audiard,John C. Reilly,Joaquin Phoenix,Jake Gyllenhaal,Western Drama Comedy,the sisters brothers,John C. Reilly Joaquin Phoenix Jake Gyllenhaal Jacques Audiard Western Drama Comedy
Sam Levinson,Odessa Young,Suki Waterhouse,Hari Nef,Thriller Horror Comedy,assassination nation,Odessa Young Suki Waterhouse Hari Nef Sam Levinson Thriller Horror Comedy
Donald Petrie,Emma Roberts,Hayden Christensen,Alyssa Milano,Comedy Romance,little italy,Emma Roberts Hayden Christensen Alyssa Milano Donald Petrie Comedy Romance
Wash Westmoreland,Keira Knightley,Dominic West,Eleanor Tomlinson,Drama History Romance,colette,Keira Knightley Dominic West Eleanor Tomlinson Wash Westmoreland Drama History Romance
Michael Moore (director/screenplay/narrator),Michael Moore (director/screenplay/narrator),unknown,unknown,Documentary,fahrenheit 11/9,Michael Moore (director/screenplay/narrator) unknown unknown Michael Moore (director/screenplay/narrator) Documentary
Lisa D'Apolito,Lisa D'Apolito (director); Gilda Radner,Amy Poehler,Melissa McCarthy,Documentary,"love, gilda",Lisa D'Apolito (director); Gilda Radner Amy Poehler Melissa McCarthy Lisa D'Apolito Documentary
Karey Kirkpatrick,Channing Tatum,James Corden,Zendaya,Family Animation Adventure Fantasy Comedy,smallfoot,Channing Tatum James Corden Zendaya Karey Kirkpatrick Family Animation Adventure Fantasy Comedy
"Malcolm D. Lee (director[177]); Kevin Hart, Harry Ratchford, Joey Wells, Matt Kellard, Nicholas Stoller,[178] John Hamburg (screenplay); Kevin Hart, Tiffany Haddish, Rob Riggle, Romany Malco",Kevin Hart,Tiffany Haddish,Rob Riggle,Comedy,night school,"Kevin Hart Tiffany Haddish Rob Riggle Malcolm D. Lee (director[177]); Kevin Hart, Harry Ratchford, Joey Wells, Matt Kellard, Nicholas Stoller,[178] John Hamburg (screenplay); Kevin Hart, Tiffany Haddish, Rob Riggle, Romany Malco Comedy"
David Lowery,Robert Redford,Casey Affleck,Danny Glover,Comedy Crime Drama,the old man & the gun,Robert Redford Casey Affleck Danny Glover David Lowery Comedy Crime Drama
Gregory Plotkin,Amy Forsyth,Reign Edwards,Bex Taylor-Klaus,Horror Thriller,hell fest,Amy Forsyth Reign Edwards Bex Taylor-Klaus Gregory Plotkin Horror Thriller
Ruben Fleischer,Tom Hardy,Michelle Williams,Riz Ahmed,Science Fiction Action,venom,Tom Hardy Michelle Williams Riz Ahmed Ruben Fleischer Science Fiction Action
Bradley Cooper,Bradley Cooper,Lady Gaga,Andrew Dice Clay,Drama Romance,a star is born,Bradley Cooper Lady Gaga Andrew Dice Clay Bradley Cooper Drama Romance
Peter Bogdanovich,Peter Bogdanovich (director/screenplay),unknown,unknown,Documentary Comedy,the great buster: a celebration,Peter Bogdanovich (director/screenplay) unknown unknown Peter Bogdanovich Documentary Comedy
Damien Chazelle,Ryan Gosling,Claire Foy,Jason Clarke,History Drama,first man,Ryan Gosling Claire Foy Jason Clarke Damien Chazelle History Drama
Drew Goddard,Jeff Bridges,Cynthia Erivo,Dakota Johnson,Thriller Mystery Crime,bad times at the el royale,Jeff Bridges Cynthia Erivo Dakota Johnson Drew Goddard Thriller Mystery Crime
Ari Sandel,Wendi McLendon-Covey,Madison Iseman,Jeremy Ray Taylor,Comedy Fantasy Horror,goosebumps 2: haunted halloween,Wendi McLendon-Covey Madison Iseman Jeremy Ray Taylor Ari Sandel Comedy Fantasy Horror
Felix van Groeningen,Steve Carell,Timothée Chalamet,Maura Tierney,Drama,beautiful boy,Steve Carell Timothée Chalamet Maura Tierney Felix van Groeningen Drama
Ike Barinholtz,Ike Barinholtz,Tiffany Haddish,Nora Dunn,Comedy Thriller,the oath,Ike Barinholtz Tiffany Haddish Nora Dunn Ike Barinholtz Comedy Thriller
Nick Searcy,Earl Billings,Dean Cain,Sarah Jane Morris,Drama Crime,gosnell: the trial of america's biggest serial killer,Earl Billings Dean Cain Sarah Jane Morris Nick Searcy Drama Crime
"Hannah Marks, Joey Power (directors/screenplay), Jeremy Allen White, Maika Monroe, DeRon Horton, Sasha Lane, Dean Winters, Joe Keery, Gina Gershon, Marisa Tomei",Hannah Marks,Joey Power (directors/screenplay),Jeremy Allen White,Romance Drama,after everything,"Hannah Marks Joey Power (directors/screenplay) Jeremy Allen White Hannah Marks, Joey Power (directors/screenplay), Jeremy Allen White, Maika Monroe, DeRon Horton, Sasha Lane, Dean Winters, Joe Keery, Gina Gershon, Marisa Tomei Romance Drama"
David Gordon Green,Jamie Lee Curtis,Judy Greer,Andi Matichak,Horror,halloween,Jamie Lee Curtis Judy Greer Andi Matichak David Gordon Green Horror
George Tillman Jr.,Amandla Stenberg,Regina Hall,Russell Hornsby,Crime Drama,the hate u give,Amandla Stenberg Regina Hall Russell Hornsby George Tillman Jr. Crime Drama
Marielle Heller,Melissa McCarthy,Richard E. Grant,unknown,Drama Crime Comedy,can you ever forgive me?,Melissa McCarthy Richard E. Grant unknown Marielle Heller Drama Crime Comedy
Jonah Hill,Sunny Suljic,Lucas Hedges,Na-Kel Smith,Drama Comedy,mid90s,Sunny Suljic Lucas Hedges Na-Kel Smith Jonah Hill Drama Comedy
Paul Dano,Carey Mulligan,Jake Gyllenhaal,Ed Oxenbould,Drama,wildlife,Carey Mulligan Jake Gyllenhaal Ed Oxenbould Paul Dano Drama
Elizabeth Chomko,Hilary Swank,Michael Shannon,Robert Forster,Drama,what they had,Hilary Swank Michael Shannon Robert Forster Elizabeth Chomko Drama
Sacha Gervasi,Peter Dinklage,Jamie Dornan,Andy García,Drama TV Movie,my dinner with hervé,Peter Dinklage Jamie Dornan Andy García Sacha Gervasi Drama TV Movie
Donovan Marsh,Gerard Butler,Gary Oldman,Common,Action Adventure Thriller,hunter killer,Gerard Butler Gary Oldman Common Donovan Marsh Action Adventure Thriller
David Kerr,Rowan Atkinson,Ben Miller,Olga Kurylenko,Action Adventure Comedy,johnny english strikes again,Rowan Atkinson Ben Miller Olga Kurylenko David Kerr Action Adventure Comedy
Luca Guadagnino,Dakota Johnson,Tilda Swinton,Mia Goth,Horror,suspiria,Dakota Johnson Tilda Swinton Mia Goth Luca Guadagnino Horror
David G. Evans,Sarah Drew,Justin Bruening,Eddie Kaulukukui,Drama War,indivisible,Sarah Drew Justin Bruening Eddie Kaulukukui David G. Evans Drama War
David McCracken,Mike C. Nelson,Jenni Melear,David McCracken,Action Drama Thriller,bullitt county,Mike C. Nelson Jenni Melear David McCracken David McCracken Action Drama Thriller
Bryan Singer[a],Rami Malek,Lucy Boynton,Gwilym Lee,Music Drama,bohemian rhapsody,Rami Malek Lucy Boynton Gwilym Lee Bryan Singer[a] Music Drama
"Lasse Hallström, Joe Johnston",Keira Knightley,Mackenzie Foy,Eugenio Derbez,Fantasy Adventure Family,the nutcracker and the four realms,"Keira Knightley Mackenzie Foy Eugenio Derbez Lasse Hallström, Joe Johnston Fantasy Adventure Family"
Tyler Perry,Tiffany Haddish,Tika Sumpter,Omari Hardwick,Drama Comedy,nobody's fool,Tiffany Haddish Tika Sumpter Omari Hardwick Tyler Perry Drama Comedy
Joel Edgerton,Lucas Hedges,Nicole Kidman,Joel Edgerton,Drama,boy erased,Lucas Hedges Nicole Kidman Joel Edgerton Joel Edgerton Drama
Orson Welles,John Huston,Oja Kodar,Peter Bogdanovich,Drama,the other side of the wind,John Huston Oja Kodar Peter Bogdanovich Orson Welles Drama
Matthew Heineman,Rosamund Pike,Jamie Dornan,Tom Hollander,Drama War,a private war,Rosamund Pike Jamie Dornan Tom Hollander Matthew Heineman Drama War
"Zeek Earl, Chris Caldwell",Pedro Pascal,Sophie Thatcher,Jay Duplass,Science Fiction,prospect,"Pedro Pascal Sophie Thatcher Jay Duplass Zeek Earl, Chris Caldwell Science Fiction"
Joseph Kahn,Calum Worthy,Jackie Long,Rory Uphold,Drama Comedy Music,bodied,Calum Worthy Jackie Long Rory Uphold Joseph Kahn Drama Comedy Music
Jason Reitman,Hugh Jackman,Vera Farmiga,J. K. Simmons,Drama History,the front runner,Hugh Jackman Vera Farmiga J. K. Simmons Jason Reitman Drama History
"Scott Mosier, Yarrow Cheney",Benedict Cumberbatch,Rashida Jones,Kenan Thompson,Animation Family Comedy Fantasy,the grinch,"Benedict Cumberbatch Rashida Jones Kenan Thompson Scott Mosier, Yarrow Cheney Animation Family Comedy Fantasy"
Fede Álvarez,Claire Foy,Sverrir Gudnason,LaKeith Stanfield,Action Crime Thriller,the girl in the spider's web,Claire Foy Sverrir Gudnason LaKeith Stanfield Fede Álvarez Action Crime Thriller
Julius Avery,Jovan Adepo,Wyatt Russell,Mathilde Ollivier,Horror War Science Fiction,overlord,Jovan Adepo Wyatt Russell Mathilde Ollivier Julius Avery Horror War Science Fiction
"Coen brothers (directors/screenplay); Tyne Daly, James Franco, Brendan Gleeson, Bill Heck, Grainger Hines, Zoe Kazan, Harry Melling, Liam Neeson, Tim Blake Nelson, Jonjo O'Neill, Chelcie Ross, Saul Rubinek, Tom Waits",Tyne Daly,James Franco,Brendan Gleeson,Western Comedy Drama,the ballad of buster scruggs,"Tyne Daly James Franco Brendan Gleeson Coen brothers (directors/screenplay); Tyne Daly, James Franco, Brendan Gleeson, Bill Heck, Grainger Hines, Zoe Kazan, Harry Melling, Liam Neeson, Tim Blake Nelson, Jonjo O'Neill, Chelcie Ross, Saul Rubinek, Tom Waits Western Comedy Drama"
"Daniel Fabelo, Matt Hullum (directors/screenplay); Burnie Burns (screenplay); Burnie Burns, Gavin Free, Michael Jones, Colton Dunn, Nichole Sakura, Allie DeBerry",Burnie Burns,Gavin Free,Michael Jones,Science Fiction Action Adventure Comedy,lazer team 2,"Burnie Burns Gavin Free Michael Jones Daniel Fabelo, Matt Hullum (directors/screenplay); Burnie Burns (screenplay); Burnie Burns, Gavin Free, Michael Jones, Colton Dunn, Nichole Sakura, Allie DeBerry Science Fiction Action Adventure Comedy"
David Yates,Eddie Redmayne,Katherine Waterston,Dan Fogler,Fantasy Adventure,fantastic beasts: the crimes of grindelwald,Eddie Redmayne Katherine Waterston Dan Fogler David Yates Fantasy Adventure
Steve McQueen,Viola Davis,Michelle Rodriguez,Elizabeth Debicki,Crime Thriller,widows,Viola Davis Michelle Rodriguez Elizabeth Debicki Steve McQueen Crime Thriller
Peter Farrelly,Viggo Mortensen,Mahershala Ali,Linda Cardellini,Drama History,green book,Viggo Mortensen Mahershala Ali Linda Cardellini Peter Farrelly Drama History
Sean Anders,Mark Wahlberg,Rose Byrne,Isabela Merced,Comedy Drama,instant family,Mark Wahlberg Rose Byrne Isabela Merced Sean Anders Comedy Drama
Rich Moore,Rich Moore (director); Phil Johnston (director/screenplay[220]); Pamela Ribon (screenplay[220]); John C. Reilly,Sarah Silverman,Gal Gadot,Family Animation Comedy Adventure,ralph breaks the internet,Rich Moore (director); Phil Johnston (director/screenplay[220]); Pamela Ribon (screenplay[220]); John C. Reilly Sarah Silverman Gal Gadot Rich Moore Family Animation Comedy Adventure
Steven Caple Jr.,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Drama Action,creed ii,Michael B. Jordan Sylvester Stallone Tessa Thompson Steven Caple Jr. Drama Action
Otto Bathurst,Taron Egerton,Jamie Foxx,Ben Mendelsohn,Action Adventure History,robin hood,Taron Egerton Jamie Foxx Ben Mendelsohn Otto Bathurst Action Adventure History
Alfonso Cuarón,Yalitza Aparicio,Marina de Tavira,Jorge Antonio Guerrero,Drama,roma,Yalitza Aparicio Marina de Tavira Jorge Antonio Guerrero Alfonso Cuarón Drama
Yorgos Lanthimos,Olivia Colman,Emma Stone,Rachel Weisz,Drama Comedy Thriller History,the favourite,Olivia Colman Emma Stone Rachel Weisz Yorgos Lanthimos Drama Comedy Thriller History
Andy Serkis,Christian Bale,Cate Blanchett,Benedict Cumberbatch,Adventure Drama,mowgli: legend of the jungle,Christian Bale Cate Blanchett Benedict Cumberbatch Andy Serkis Adventure Drama
Diederik van Rooijen,Shay Mitchell,Grey Damon,Kirby Johnson,Horror Drama,the possession of hannah grace,Shay Mitchell Grey Damon Kirby Johnson Diederik van Rooijen Horror Drama
Johan Bodell,Christopher Lee Page,Caitlin Crommett,Erik Kammerland,Comedy TV Movie,the cabin,Christopher Lee Page Caitlin Crommett Erik Kammerland Johan Bodell Comedy TV Movie
Josie Rourke,Saoirse Ronan,Margot Robbie,Jack Lowden,Drama History,mary queen of scots,Saoirse Ronan Margot Robbie Jack Lowden Josie Rourke Drama History
Peter Hedges,Julia Roberts,Lucas Hedges,Courtney B. Vance,Drama,ben is back,Julia Roberts Lucas Hedges Courtney B. Vance Peter Hedges Drama
"Bob Persichetti, Peter Ramsey, Rodney Rothman",Shameik Moore,Jake Johnson,Hailee Steinfeld,Animation Action Adventure Science Fiction,spider-man: into the spider-verse,"Shameik Moore Jake Johnson Hailee Steinfeld Bob Persichetti, Peter Ramsey, Rodney Rothman Animation Action Adventure Science Fiction"
Christian Rivers,Hera Hilmar,Robert Sheehan,Hugo Weaving,Adventure Science Fiction,mortal engines,Hera Hilmar Robert Sheehan Hugo Weaving Christian Rivers Adventure Science Fiction
Clint Eastwood,Clint Eastwood,Bradley Cooper,Laurence Fishburne,Crime Drama,the mule,Clint Eastwood Bradley Cooper Laurence Fishburne Clint Eastwood Crime Drama
Barry Jenkins,KiKi Layne,Stephan James,Colman Domingo,Romance Drama,if beale street could talk,KiKi Layne Stephan James Colman Domingo Barry Jenkins Romance Drama
Rob Marshall,Emily Blunt,Lin-Manuel Miranda,Ben Whishaw,Fantasy Family Comedy,mary poppins returns,Emily Blunt Lin-Manuel Miranda Ben Whishaw Rob Marshall Fantasy Family Comedy
James Wan,Jason Momoa,Amber Heard,Willem Dafoe,Action Adventure Fantasy,aquaman,Jason Momoa Amber Heard Willem Dafoe James Wan Action Adventure Fantasy
Travis Knight,Hailee Steinfeld,John Cena,Jorge Lendeborg Jr.,Action Adventure Science Fiction,bumblebee,Hailee Steinfeld John Cena Jorge Lendeborg Jr. Travis Knight Action Adventure Science Fiction
Robert Zemeckis,Steve Carell,Leslie Mann,Diane Kruger,Drama Comedy,welcome to marwen,Steve Carell Leslie Mann Diane Kruger Robert Zemeckis Drama Comedy
Peter Segal,Jennifer Lopez,Leah Remini,Vanessa Hudgens,Romance Comedy,second act,Jennifer Lopez Leah Remini Vanessa Hudgens Peter Segal Romance Comedy
